%
%
% Run:TEST  Table:COMPGRID          SWAN version:41.20
%
%       Xp            Yp            Hsig          Dir           RTpeak        TDir     
%       [m]           [m]           [m]           [degr]        [sec]         [degr]   
%
         860.          390.       0.85268         3.086        9.5726         3.087 
         870.          390.       0.85350         3.044        9.5726         3.044 
         880.          390.       0.85435         3.000        9.5726         3.000 
         890.          390.       0.85523         2.955        9.5726         2.955 
         900.          390.       0.85614         2.908        9.5726         2.908 
         910.          390.       0.85707         2.861        9.5726         2.861 
         920.          390.       0.85802         2.812        9.5726         2.813 
         930.          390.       0.85899         2.764        9.5726         2.764 
         940.          390.       0.85997         2.714        9.5726         2.714 
         950.          390.       0.86098         2.665        9.5726         2.665 
         960.          390.       0.86200         2.615        9.5726         2.615 
         970.          390.       0.86303         2.566        9.5726         2.566 
         980.          390.       0.86408         2.516        9.5726         2.516 
         990.          390.       0.86513         2.467        9.5726         2.467 
        1000.          390.       0.86625         2.418        9.5726         2.418 
           0.          400.       1.00106         0.000        9.5726         0.000 
          10.          400.       1.00106         0.000        9.5726         0.000 
          20.          400.       1.00106         0.000        9.5726         0.000 
          30.          400.       1.00105         0.000        9.5726         0.000 
          40.          400.       1.00105         0.000        9.5726         0.000 
          50.          400.       1.00105         0.000        9.5726         0.000 
          60.          400.       1.00105         0.000        9.5726         0.000 
          70.          400.       1.00105         0.000        9.5726         0.000 
          80.          400.       1.00105         0.000        9.5726         0.000 
          90.          400.       1.00105         0.000        9.5726         0.000 
         100.          400.       1.00105         0.000        9.5726         0.000 
         110.          400.       1.00105         0.000        9.5726         0.000 
         120.          400.       1.00105         0.000        9.5726         0.000 
         130.          400.       1.00105         0.000        9.5726         0.000 
         140.          400.       1.00105         0.000        9.5726         0.000 
         150.          400.       1.00105         0.000        9.5726         0.000 
         160.          400.       1.00105         0.000        9.5726         0.000 
         170.          400.       1.00105         0.000        9.5726         0.000 
         180.          400.       1.00105         0.000        9.5726         0.000 
         190.          400.       1.00104         0.000        9.5726         0.000 
         200.          400.       1.00104         0.000        9.5726         0.000 
         210.          400.       1.00104         0.000        9.5726         0.000 
         220.          400.       1.00104         0.000        9.5726         0.000 
         230.          400.       1.00104         0.000        9.5726         0.000 
         240.          400.       1.00104         0.000        9.5726         0.000 
         250.          400.       1.00104         0.000        9.5726         0.000 
         260.          400.       1.00104         0.000        9.5726         0.000 
         270.          400.       1.00104         0.000        9.5726         0.000 
         280.          400.       1.00104         0.000        9.5726         0.000 
         290.          400.       1.00104         0.000        9.5726         0.000 
         300.          400.       1.00104         0.000        9.5726         0.000 
         310.          400.       1.00104         0.000        9.5726         0.000 
         320.          400.       1.00104         0.000        9.5726         0.000 
         330.          400.       1.00104         0.000        9.5726         0.000 
         340.          400.       1.00103         0.000        9.5726         0.000 
         350.          400.       1.00103         0.000        9.5726         0.000 
         360.          400.       1.00103         0.000        9.5726         0.000 
         370.          400.       1.00103         0.000        9.5726         0.000 
         380.          400.       1.00103         0.000        9.5726         0.000 
         390.          400.       1.00103         0.000        9.5726         0.000 
         400.          400.       1.00103         0.000        9.5726         0.000 
         410.          400.       0.39381         6.246        9.5726         6.246 
         420.          400.       0.45505         8.146        9.5726         8.146 
         430.          400.       0.51265         9.195        9.5726         9.195 
         440.          400.       0.55633         9.633        9.5726         9.633 
         450.          400.       0.58820         9.763        9.5726         9.763 
         460.          400.       0.61184         9.720        9.5726         9.720 
         470.          400.       0.63019         9.554        9.5726         9.554 
         480.          400.       0.64532         9.282        9.5726         9.282 
         490.          400.       0.65863         8.917        9.5726         8.917 
         500.          400.       0.67093         8.476        9.5726         8.476 
         510.          400.       0.68270         7.979        9.5726         7.979 
         520.          400.       0.69418         7.447        9.5726         7.447 
         530.          400.       0.70545         6.902        9.5726         6.902 
         540.          400.       0.71650         6.363        9.5726         6.363 
         550.          400.       0.72726         5.849        9.5726         5.849 
         560.          400.       0.73763         5.375        9.5726         5.375 
         570.          400.       0.74747         4.951        9.5726         4.951 
         580.          400.       0.75668         4.584        9.5726         4.584 
         590.          400.       0.76519         4.276        9.5726         4.276 
         600.          400.       0.77293         4.026        9.5726         4.026 
         610.          400.       0.77990         3.829        9.5726         3.829 
         620.          400.       0.78611         3.680        9.5726         3.680 
         630.          400.       0.79160         3.571        9.5726         3.571 
         640.          400.       0.79642         3.496        9.5726         3.496 
         650.          400.       0.80063         3.447        9.5726         3.447 
         660.          400.       0.80432         3.418        9.5726         3.418 
         670.          400.       0.80755         3.404        9.5726         3.404 
         680.          400.       0.81039         3.399        9.5726         3.399 
         690.          400.       0.81290         3.401        9.5726         3.401 
         700.          400.       0.81514         3.405        9.5726         3.405 
         710.          400.       0.81717         3.410        9.5726         3.410 
         720.          400.       0.81903         3.413        9.5726         3.413 
         730.          400.       0.82075         3.413        9.5726         3.413 
         740.          400.       0.82237         3.409        9.5726         3.410 
         750.          400.       0.82392         3.401        9.5726         3.401 
         760.          400.       0.82542         3.389        9.5726         3.389 
         770.          400.       0.82687         3.371        9.5726         3.371 
         780.          400.       0.82831         3.348        9.5726         3.348 
         790.          400.       0.82974         3.321        9.5726         3.321 
         800.          400.       0.83116         3.290        9.5726         3.290 
         810.          400.       0.83259         3.255        9.5726         3.255 
         820.          400.       0.83402         3.216        9.5726         3.216 
         830.          400.       0.83546         3.174        9.5726         3.174 
         840.          400.       0.83691         3.129        9.5726         3.129 
         850.          400.       0.83838         3.082        9.5726         3.082 
         860.          400.       0.83985         3.033        9.5726         3.033 
         870.          400.       0.84134         2.982        9.5726         2.982 
         880.          400.       0.84284         2.929        9.5726         2.930 
         890.          400.       0.84434         2.876        9.5726         2.876 
         900.          400.       0.84586         2.822        9.5726         2.822 
         910.          400.       0.84737         2.767        9.5726         2.767 
         920.          400.       0.84890         2.712        9.5726         2.712 
         930.          400.       0.85042         2.657        9.5726         2.657 
         940.          400.       0.85195         2.602        9.5726         2.603 
         950.          400.       0.85347         2.548        9.5726         2.548 
         960.          400.       0.85499         2.493        9.5726         2.494 
         970.          400.       0.85651         2.440        9.5726         2.440 
         980.          400.       0.85802         2.387        9.5726         2.387 
         990.          400.       0.85952         2.334        9.5726         2.334 
        1000.          400.       0.86091         2.283        9.5726         2.283 
           0.          410.       1.00106         0.000        9.5726         0.000 
          10.          410.       1.00106         0.000        9.5726         0.000 
          20.          410.       1.00106         0.000        9.5726         0.000 
          30.          410.       1.00105         0.000        9.5726         0.000 
          40.          410.       1.00105         0.000        9.5726         0.000 
          50.          410.       1.00105         0.000        9.5726         0.000 
          60.          410.       1.00105         0.000        9.5726         0.000 
          70.          410.       1.00105         0.000        9.5726         0.000 
          80.          410.       1.00105         0.000        9.5726         0.000 
          90.          410.       1.00105         0.000        9.5726         0.000 
         100.          410.       1.00105         0.000        9.5726         0.000 
         110.          410.       1.00105         0.000        9.5726         0.000 
         120.          410.       1.00105         0.000        9.5726         0.000 
         130.          410.       1.00105         0.000        9.5726         0.000 
         140.          410.       1.00105         0.000        9.5726         0.000 
         150.          410.       1.00105         0.000        9.5726         0.000 
         160.          410.       1.00105         0.000        9.5726         0.000 
         170.          410.       1.00105         0.000        9.5726         0.000 
         180.          410.       1.00105         0.000        9.5726         0.000 
         190.          410.       1.00104         0.000        9.5726         0.000 
         200.          410.       1.00104         0.000        9.5726         0.000 
         210.          410.       1.00104         0.000        9.5726         0.000 
         220.          410.       1.00104         0.000        9.5726         0.000 
         230.          410.       1.00104         0.000        9.5726         0.000 
         240.          410.       1.00104         0.000        9.5726         0.000 
         250.          410.       1.00104         0.000        9.5726         0.000 
         260.          410.       1.00104         0.000        9.5726         0.000 
         270.          410.       1.00104         0.000        9.5726         0.000 
         280.          410.       1.00104         0.000        9.5726         0.000 
         290.          410.       1.00104         0.000        9.5726         0.000 
         300.          410.       1.00104         0.000        9.5726         0.000 
         310.          410.       1.00104         0.000        9.5726         0.000 
         320.          410.       1.00104         0.000        9.5726         0.000 
         330.          410.       1.00104         0.000        9.5726         0.000 
         340.          410.       1.00103         0.000        9.5726         0.000 
         350.          410.       1.00103         0.000        9.5726         0.000 
         360.          410.       1.00103         0.000        9.5726         0.000 
         370.          410.       1.00103         0.000        9.5726         0.000 
         380.          410.       1.00103         0.000        9.5726         0.000 
         390.          410.       1.00103         0.000        9.5726         0.000 
         400.          410.       1.00103         0.000        9.5726         0.000 
         410.          410.       0.32188         2.274        9.5726         2.274 
         420.          410.       0.35271         4.538        9.5726         4.538 
         430.          410.       0.38040         6.477        9.5726         6.477 
         440.          410.       0.41277         8.069        9.5726         8.069 
         450.          410.       0.44685         9.033        9.5726         9.033 
         460.          410.       0.47988         9.383        9.5726         9.383 
         470.          410.       0.51075         9.263        9.5726         9.263 
         480.          410.       0.53930         8.827        9.5726         8.827 
         490.          410.       0.56571         8.209        9.5726         8.209 
         500.          410.       0.59021         7.502        9.5726         7.502 
         510.          410.       0.61302         6.774        9.5726         6.774 
         520.          410.       0.63429         6.065        9.5726         6.066 
         530.          410.       0.65408         5.407        9.5726         5.407 
         540.          410.       0.67242         4.816        9.5726         4.816 
         550.          410.       0.68929         4.307        9.5726         4.307 
         560.          410.       0.70466         3.885        9.5726         3.885 
         570.          410.       0.71851         3.550        9.5726         3.550 
         580.          410.       0.73086         3.296        9.5726         3.296 
         590.          410.       0.74176         3.115        9.5726         3.115 
         600.          410.       0.75129         2.997        9.5726         2.997 
         610.          410.       0.75956         2.930        9.5726         2.930 
         620.          410.       0.76670         2.904        9.5726         2.904 
         630.          410.       0.77286         2.909        9.5726         2.909 
         640.          410.       0.77815         2.935        9.5726         2.935 
         650.          410.       0.78271         2.974        9.5726         2.975 
         660.          410.       0.78667         3.022        9.5726         3.022 
         670.          410.       0.79012         3.073        9.5726         3.073 
         680.          410.       0.79317         3.122        9.5726         3.122 
         690.          410.       0.79590         3.168        9.5726         3.168 
         700.          410.       0.79837         3.207        9.5726         3.207 
         710.          410.       0.80064         3.239        9.5726         3.239 
         720.          410.       0.80277         3.263        9.5726         3.263 
         730.          410.       0.80479         3.279        9.5726         3.279 
         740.          410.       0.80672         3.286        9.5726         3.286 
         750.          410.       0.80861         3.284        9.5726         3.285 
         760.          410.       0.81046         3.275        9.5726         3.275 
         770.          410.       0.81229         3.259        9.5726         3.259 
         780.          410.       0.81410         3.235        9.5726         3.236 
         790.          410.       0.81592         3.206        9.5726         3.206 
         800.          410.       0.81774         3.172        9.5726         3.172 
         810.          410.       0.81956         3.132        9.5726         3.132 
         820.          410.       0.82139         3.089        9.5726         3.089 
         830.          410.       0.82323         3.042        9.5726         3.042 
         840.          410.       0.82507         2.992        9.5726         2.992 
         850.          410.       0.82692         2.940        9.5726         2.940 
         860.          410.       0.82878         2.886        9.5726         2.886 
         870.          410.       0.83064         2.830        9.5726         2.830 
         880.          410.       0.83250         2.774        9.5726         2.774 
         890.          410.       0.83436         2.716        9.5726         2.716 
         900.          410.       0.83621         2.659        9.5726         2.659 
         910.          410.       0.83806         2.601        9.5726         2.601 
         920.          410.       0.83991         2.543        9.5726         2.543 
         930.          410.       0.84174         2.485        9.5726         2.485 
         940.          410.       0.84357         2.428        9.5726         2.428 
         950.          410.       0.84538         2.372        9.5726         2.372 
         960.          410.       0.84718         2.316        9.5726         2.316 
         970.          410.       0.84896         2.261        9.5726         2.261 
         980.          410.       0.85073         2.208        9.5726         2.208 
         990.          410.       0.85248         2.155        9.5726         2.155 
        1000.          410.       0.85406         2.104        9.5726         2.104 
           0.          420.       1.00106         0.000        9.5726         0.000 
          10.          420.       1.00106         0.000        9.5726         0.000 
          20.          420.       1.00106         0.000        9.5726         0.000 
          30.          420.       1.00105         0.000        9.5726         0.000 
          40.          420.       1.00105         0.000        9.5726         0.000 
          50.          420.       1.00105         0.000        9.5726         0.000 
          60.          420.       1.00105         0.000        9.5726         0.000 
          70.          420.       1.00105         0.000        9.5726         0.000 
          80.          420.       1.00105         0.000        9.5726         0.000 
          90.          420.       1.00105         0.000        9.5726         0.000 
         100.          420.       1.00105         0.000        9.5726         0.000 
         110.          420.       1.00105         0.000        9.5726         0.000 
         120.          420.       1.00105         0.000        9.5726         0.000 
         130.          420.       1.00105         0.000        9.5726         0.000 
         140.          420.       1.00105         0.000        9.5726         0.000 
         150.          420.       1.00105         0.000        9.5726         0.000 
         160.          420.       1.00105         0.000        9.5726         0.000 
         170.          420.       1.00105         0.000        9.5726         0.000 
         180.          420.       1.00105         0.000        9.5726         0.000 
         190.          420.       1.00104         0.000        9.5726         0.000 
         200.          420.       1.00104         0.000        9.5726         0.000 
         210.          420.       1.00104         0.000        9.5726         0.000 
         220.          420.       1.00104         0.000        9.5726         0.000 
         230.          420.       1.00104         0.000        9.5726         0.000 
         240.          420.       1.00104         0.000        9.5726         0.000 
         250.          420.       1.00104         0.000        9.5726         0.000 
         260.          420.       1.00104         0.000        9.5726         0.000 
         270.          420.       1.00104         0.000        9.5726         0.000 
         280.          420.       1.00104         0.000        9.5726         0.000 
         290.          420.       1.00104         0.000        9.5726         0.000 
         300.          420.       1.00104         0.000        9.5726         0.000 
         310.          420.       1.00104         0.000        9.5726         0.000 
         320.          420.       1.00104         0.000        9.5726         0.000 
         330.          420.       1.00104         0.000        9.5726         0.000 
         340.          420.       1.00103         0.000        9.5726         0.000 
         350.          420.       1.00103         0.000        9.5726         0.000 
         360.          420.       1.00103         0.000        9.5726         0.000 
         370.          420.       1.00103         0.000        9.5726         0.000 
         380.          420.       1.00103         0.000        9.5726         0.000 
         390.          420.       1.00103         0.000        9.5726         0.000 
         400.          420.       1.00103         0.000        9.5726         0.000 
         410.          420.       0.30704         0.499        9.5726         0.499 
         420.          420.       0.32205         1.284        9.5726         1.284 
         430.          420.       0.33168         2.062        9.5726         2.062 
         440.          420.       0.34647         3.053        9.5726         3.053 
         450.          420.       0.36978         3.908        9.5726         3.908 
         460.          420.       0.40034         4.334        9.5726         4.334 
         470.          420.       0.43502         4.333        9.5726         4.333 
         480.          420.       0.47088         4.056        9.5726         4.056 
         490.          420.       0.50595         3.646        9.5726         3.646 
         500.          420.       0.53914         3.192        9.5726         3.192 
         510.          420.       0.56998         2.748        9.5726         2.748 
         520.          420.       0.59829         2.348        9.5726         2.348 
         530.          420.       0.62400         2.012        9.5726         2.012 
         540.          420.       0.64711         1.755        9.5726         1.755 
         550.          420.       0.66764         1.579        9.5726         1.579 
         560.          420.       0.68568         1.483        9.5726         1.483 
         570.          420.       0.70135         1.459        9.5726         1.459 
         580.          420.       0.71484         1.494        9.5726         1.494 
         590.          420.       0.72637         1.577        9.5726         1.577 
         600.          420.       0.73616         1.693        9.5726         1.693 
         610.          420.       0.74445         1.833        9.5726         1.833 
         620.          420.       0.75147         1.985        9.5726         1.985 
         630.          420.       0.75743         2.141        9.5726         2.141 
         640.          420.       0.76252         2.295        9.5726         2.295 
         650.          420.       0.76690         2.441        9.5726         2.441 
         660.          420.       0.77072         2.576        9.5726         2.576 
         670.          420.       0.77410         2.697        9.5726         2.697 
         680.          420.       0.77714         2.802        9.5726         2.802 
         690.          420.       0.77992         2.892        9.5726         2.892 
         700.          420.       0.78251         2.965        9.5726         2.965 
         710.          420.       0.78495         3.022        9.5726         3.022 
         720.          420.       0.78730         3.064        9.5726         3.064 
         730.          420.       0.78957         3.092        9.5726         3.092 
         740.          420.       0.79180         3.107        9.5726         3.107 
         750.          420.       0.79400         3.111        9.5726         3.111 
         760.          420.       0.79618         3.103        9.5726         3.103 
         770.          420.       0.79835         3.087        9.5726         3.087 
         780.          420.       0.80051         3.062        9.5726         3.062 
         790.          420.       0.80268         3.030        9.5726         3.030 
         800.          420.       0.80484         2.993        9.5726         2.993 
         810.          420.       0.80700         2.950        9.5726         2.950 
         820.          420.       0.80916         2.903        9.5726         2.903 
         830.          420.       0.81132         2.853        9.5726         2.853 
         840.          420.       0.81347         2.800        9.5726         2.800 
         850.          420.       0.81562         2.745        9.5726         2.745 
         860.          420.       0.81775         2.688        9.5726         2.688 
         870.          420.       0.81988         2.630        9.5726         2.630 
         880.          420.       0.82199         2.572        9.5726         2.572 
         890.          420.       0.82408         2.513        9.5726         2.513 
         900.          420.       0.82615         2.455        9.5726         2.455 
         910.          420.       0.82821         2.396        9.5726         2.396 
         920.          420.       0.83024         2.338        9.5726         2.338 
         930.          420.       0.83226         2.281        9.5726         2.281 
         940.          420.       0.83424         2.224        9.5726         2.224 
         950.          420.       0.83621         2.168        9.5726         2.168 
         960.          420.       0.83814         2.114        9.5726         2.114 
         970.          420.       0.84006         2.060        9.5726         2.060 
         980.          420.       0.84194         2.008        9.5726         2.008 
         990.          420.       0.84380         1.956        9.5726         1.957 
        1000.          420.       0.84552         1.907        9.5726         1.907 
           0.          430.       1.00106         0.000        9.5726         0.000 
          10.          430.       1.00106         0.000        9.5726         0.000 
          20.          430.       1.00106         0.000        9.5726         0.000 
          30.          430.       1.00105         0.000        9.5726         0.000 
          40.          430.       1.00105         0.000        9.5726         0.000 
          50.          430.       1.00105         0.000        9.5726         0.000 
          60.          430.       1.00105         0.000        9.5726         0.000 
          70.          430.       1.00105         0.000        9.5726         0.000 
          80.          430.       1.00105         0.000        9.5726         0.000 
          90.          430.       1.00105         0.000        9.5726         0.000 
         100.          430.       1.00105         0.000        9.5726         0.000 
         110.          430.       1.00105         0.000        9.5726         0.000 
         120.          430.       1.00105         0.000        9.5726         0.000 
         130.          430.       1.00105         0.000        9.5726         0.000 
         140.          430.       1.00105         0.000        9.5726         0.000 
         150.          430.       1.00105         0.000        9.5726         0.000 
         160.          430.       1.00105         0.000        9.5726         0.000 
         170.          430.       1.00105         0.000        9.5726         0.000 
         180.          430.       1.00105         0.000        9.5726         0.000 
         190.          430.       1.00104         0.000        9.5726         0.000 
         200.          430.       1.00104         0.000        9.5726         0.000 
         210.          430.       1.00104         0.000        9.5726         0.000 
         220.          430.       1.00104         0.000        9.5726         0.000 
         230.          430.       1.00104         0.000        9.5726         0.000 
         240.          430.       1.00104         0.000        9.5726         0.000 
         250.          430.       1.00104         0.000        9.5726         0.000 
         260.          430.       1.00104         0.000        9.5726         0.000 
         270.          430.       1.00104         0.000        9.5726         0.000 
         280.          430.       1.00104         0.000        9.5726         0.000 
         290.          430.       1.00104         0.000        9.5726         0.000 
         300.          430.       1.00104         0.000        9.5726         0.000 
         310.          430.       1.00104         0.000        9.5726         0.000 
         320.          430.       1.00104         0.000        9.5726         0.000 
         330.          430.       1.00104         0.000        9.5726         0.000 
         340.          430.       1.00103         0.000        9.5726         0.000 
         350.          430.       1.00103         0.000        9.5726         0.000 
         360.          430.       1.00103         0.000        9.5726         0.000 
         370.          430.       1.00103         0.000        9.5726         0.000 
         380.          430.       1.00103         0.000        9.5726         0.000 
         390.          430.       1.00103         0.000        9.5726         0.000 
         400.          430.       1.00103         0.000        9.5726         0.000 
         410.          430.       0.30704       359.501        9.5726       359.501 
         420.          430.       0.32205       358.716        9.5726       358.716 
         430.          430.       0.33168       357.938        9.5726       357.938 
         440.          430.       0.34647       356.947        9.5726       356.947 
         450.          430.       0.36978       356.092        9.5726       356.092 
         460.          430.       0.40031       355.670        9.5726       355.670 
         470.          430.       0.43498       355.676        9.5726       355.676 
         480.          430.       0.47093       355.941        9.5726       355.941 
         490.          430.       0.50631       356.306        9.5726       356.306 
         500.          430.       0.53999       356.681        9.5726       356.681 
         510.          430.       0.57132       357.036        9.5726       357.036 
         520.          430.       0.59989       357.376        9.5726       357.376 
         530.          430.       0.62544       357.716        9.5726       357.716 
         540.          430.       0.64789       358.069        9.5726       358.069 
         550.          430.       0.66729       358.440        9.5726       358.440 
         560.          430.       0.68381       358.828        9.5726       358.828 
         570.          430.       0.69773       359.227        9.5726       359.227 
         580.          430.       0.70937       359.627        9.5726       359.627 
         590.          430.       0.71905         0.022        9.5726         0.022 
         600.          430.       0.72710         0.403        9.5726         0.403 
         610.          430.       0.73381         0.764        9.5726         0.764 
         620.          430.       0.73946         1.099        9.5726         1.099 
         630.          430.       0.74426         1.406        9.5726         1.406 
         640.          430.       0.74841         1.681        9.5726         1.681 
         650.          430.       0.75208         1.925        9.5726         1.925 
         660.          430.       0.75538         2.136        9.5726         2.136 
         670.          430.       0.75842         2.317        9.5726         2.317 
         680.          430.       0.76128         2.467        9.5726         2.467 
         690.          430.       0.76402         2.590        9.5726         2.590 
         700.          430.       0.76668         2.686        9.5726         2.686 
         710.          430.       0.76930         2.760        9.5726         2.760 
         720.          430.       0.77190         2.813        9.5726         2.813 
         730.          430.       0.77450         2.847        9.5726         2.847 
         740.          430.       0.77709         2.864        9.5726         2.864 
         750.          430.       0.77970         2.868        9.5726         2.868 
         760.          430.       0.78232         2.859        9.5726         2.859 
         770.          430.       0.78494         2.840        9.5726         2.840 
         780.          430.       0.78757         2.812        9.5726         2.812 
         790.          430.       0.79021         2.777        9.5726         2.777 
         800.          430.       0.79285         2.736        9.5726         2.736 
         810.          430.       0.79548         2.690        9.5726         2.690 
         820.          430.       0.79810         2.640        9.5726         2.640 
         830.          430.       0.80071         2.587        9.5726         2.588 
         840.          430.       0.80331         2.533        9.5726         2.533 
         850.          430.       0.80588         2.476        9.5726         2.476 
         860.          430.       0.80844         2.419        9.5726         2.419 
         870.          430.       0.81096         2.360        9.5726         2.361 
         880.          430.       0.81346         2.302        9.5726         2.302 
         890.          430.       0.81593         2.244        9.5726         2.244 
         900.          430.       0.81836         2.186        9.5726         2.187 
         910.          430.       0.82076         2.129        9.5726         2.130 
         920.          430.       0.82312         2.073        9.5726         2.073 
         930.          430.       0.82545         2.018        9.5726         2.018 
         940.          430.       0.82773         1.964        9.5726         1.964 
         950.          430.       0.82998         1.911        9.5726         1.911 
         960.          430.       0.83219         1.859        9.5726         1.859 
         970.          430.       0.83435         1.809        9.5726         1.809 
         980.          430.       0.83648         1.760        9.5726         1.760 
         990.          430.       0.83857         1.712        9.5726         1.712 
        1000.          430.       0.84050         1.666        9.5726         1.666 
           0.          440.       1.00106         0.000        9.5726         0.000 
          10.          440.       1.00106         0.000        9.5726         0.000 
          20.          440.       1.00106         0.000        9.5726         0.000 
          30.          440.       1.00105         0.000        9.5726         0.000 
          40.          440.       1.00105         0.000        9.5726         0.000 
          50.          440.       1.00105         0.000        9.5726         0.000 
          60.          440.       1.00105         0.000        9.5726         0.000 
          70.          440.       1.00105         0.000        9.5726         0.000 
          80.          440.       1.00105         0.000        9.5726         0.000 
          90.          440.       1.00105         0.000        9.5726         0.000 
         100.          440.       1.00105         0.000        9.5726         0.000 
         110.          440.       1.00105         0.000        9.5726         0.000 
         120.          440.       1.00105         0.000        9.5726         0.000 
         130.          440.       1.00105         0.000        9.5726         0.000 
         140.          440.       1.00105         0.000        9.5726         0.000 
         150.          440.       1.00105         0.000        9.5726         0.000 
         160.          440.       1.00105         0.000        9.5726         0.000 
         170.          440.       1.00105         0.000        9.5726         0.000 
         180.          440.       1.00105         0.000        9.5726         0.000 
         190.          440.       1.00104         0.000        9.5726         0.000 
         200.          440.       1.00104         0.000        9.5726         0.000 
         210.          440.       1.00104         0.000        9.5726         0.000 
         220.          440.       1.00104         0.000        9.5726         0.000 
         230.          440.       1.00104         0.000        9.5726         0.000 
         240.          440.       1.00104         0.000        9.5726         0.000 
         250.          440.       1.00104         0.000        9.5726         0.000 
         260.          440.       1.00104         0.000        9.5726         0.000 
         270.          440.       1.00104         0.000        9.5726         0.000 
         280.          440.       1.00104         0.000        9.5726         0.000 
         290.          440.       1.00104         0.000        9.5726         0.000 
         300.          440.       1.00104         0.000        9.5726         0.000 
         310.          440.       1.00104         0.000        9.5726         0.000 
         320.          440.       1.00104         0.000        9.5726         0.000 
         330.          440.       1.00104         0.000        9.5726         0.000 
         340.          440.       1.00103         0.000        9.5726         0.000 
         350.          440.       1.00103         0.000        9.5726         0.000 
         360.          440.       1.00103         0.000        9.5726         0.000 
         370.          440.       1.00103         0.000        9.5726         0.000 
         380.          440.       1.00103         0.000        9.5726         0.000 
         390.          440.       1.00103         0.000        9.5726         0.000 
         400.          440.       1.00103         0.000        9.5726         0.000 
         410.          440.       0.32188       357.726        9.5726       357.726 
         420.          440.       0.35271       355.462        9.5726       355.462 
         430.          440.       0.38040       353.523        9.5726       353.523 
         440.          440.       0.41277       351.931        9.5726       351.931 
         450.          440.       0.44685       350.967        9.5726       350.967 
         460.          440.       0.47984       350.617        9.5726       350.617 
         470.          440.       0.51080       350.726        9.5726       350.726 
         480.          440.       0.53988       351.129        9.5726       351.129 
         490.          440.       0.56736       351.699        9.5726       351.699 
         500.          440.       0.59316       352.361        9.5726       352.361 
         510.          440.       0.61694       353.075        9.5726       353.075 
         520.          440.       0.63824       353.821        9.5726       353.821 
         530.          440.       0.65679       354.585        9.5726       354.585 
         540.          440.       0.67252       355.355        9.5726       355.355 
         550.          440.       0.68558       356.117        9.5726       356.117 
         560.          440.       0.69624       356.860        9.5726       356.860 
         570.          440.       0.70487       357.572        9.5726       357.572 
         580.          440.       0.71182       358.245        9.5726       358.245 
         590.          440.       0.71744       358.871        9.5726       358.871 
         600.          440.       0.72204       359.446        9.5726       359.446 
         610.          440.       0.72590       359.966        9.5726       359.966 
         620.          440.       0.72922         0.431        9.5726         0.431 
         630.          440.       0.73219         0.840        9.5726         0.840 
         640.          440.       0.73493         1.195        9.5726         1.195 
         650.          440.       0.73757         1.498        9.5726         1.498 
         660.          440.       0.74016         1.754        9.5726         1.754 
         670.          440.       0.74276         1.965        9.5726         1.965 
         680.          440.       0.74542         2.136        9.5726         2.136 
         690.          440.       0.74814         2.271        9.5726         2.271 
         700.          440.       0.75093         2.374        9.5726         2.374 
         710.          440.       0.75381         2.449        9.5726         2.449 
         720.          440.       0.75676         2.500        9.5726         2.501 
         730.          440.       0.75978         2.531        9.5726         2.531 
         740.          440.       0.76286         2.544        9.5726         2.544 
         750.          440.       0.76599         2.542        9.5726         2.542 
         760.          440.       0.76916         2.527        9.5726         2.527 
         770.          440.       0.77236         2.503        9.5726         2.503 
         780.          440.       0.77558         2.470        9.5726         2.470 
         790.          440.       0.77880         2.431        9.5726         2.431 
         800.          440.       0.78203         2.386        9.5726         2.386 
         810.          440.       0.78524         2.337        9.5726         2.337 
         820.          440.       0.78844         2.286        9.5726         2.286 
         830.          440.       0.79162         2.232        9.5726         2.232 
         840.          440.       0.79477         2.177        9.5726         2.177 
         850.          440.       0.79788         2.121        9.5726         2.121 
         860.          440.       0.80096         2.065        9.5726         2.065 
         870.          440.       0.80399         2.008        9.5726         2.008 
         880.          440.       0.80699         1.952        9.5726         1.952 
         890.          440.       0.80993         1.897        9.5726         1.897 
         900.          440.       0.81282         1.843        9.5726         1.843 
         910.          440.       0.81567         1.790        9.5726         1.790 
         920.          440.       0.81846         1.738        9.5726         1.738 
         930.          440.       0.82120         1.687        9.5726         1.687 
         940.          440.       0.82389         1.637        9.5726         1.637 
         950.          440.       0.82652         1.589        9.5726         1.589 
         960.          440.       0.82910         1.543        9.5726         1.543 
         970.          440.       0.83162         1.498        9.5726         1.498 
         980.          440.       0.83409         1.454        9.5726         1.454 
         990.          440.       0.83651         1.412        9.5726         1.412 
        1000.          440.       0.83871         1.370        9.5726         1.370 
           0.          450.       1.00106         0.000        9.5726         0.000 
          10.          450.       1.00106         0.000        9.5726         0.000 
          20.          450.       1.00106         0.000        9.5726         0.000 
          30.          450.       1.00105         0.000        9.5726         0.000 
          40.          450.       1.00105         0.000        9.5726         0.000 
          50.          450.       1.00105         0.000        9.5726         0.000 
          60.          450.       1.00105         0.000        9.5726         0.000 
          70.          450.       1.00105         0.000        9.5726         0.000 
          80.          450.       1.00105         0.000        9.5726         0.000 
          90.          450.       1.00105         0.000        9.5726         0.000 
