time_index,winddirection_10m_0
2018-01-05 22:00:00+00:00,174.64
2018-01-05 23:00:00+00:00,168.67
2018-01-06 00:00:00+00:00,314.65
2018-01-06 01:00:00+00:00,329.62
2018-01-06 02:00:00+00:00,346.67
2018-01-06 03:00:00+00:00,10.23
2018-01-06 04:00:00+00:00,22.61
2018-01-06 05:00:00+00:00,37.83
2018-01-06 06:00:00+00:00,1.8
2018-01-06 07:00:00+00:00,347.3
2018-01-06 08:00:00+00:00,3.19
2018-01-06 09:00:00+00:00,8.89
2018-01-06 10:00:00+00:00,337.03
2018-01-06 11:00:00+00:00,355.96
2018-01-06 12:00:00+00:00,2.89
2018-01-06 13:00:00+00:00,13.13
2018-01-06 14:00:00+00:00,16.52
2018-01-06 15:00:00+00:00,27.84
2018-01-06 16:00:00+00:00,8.55
2018-01-06 17:00:00+00:00,0.14
2018-01-06 18:00:00+00:00,15.02
2018-01-06 19:00:00+00:00,0.94
2018-01-06 20:00:00+00:00,357.13
2018-01-06 21:00:00+00:00,359.11
2018-01-06 22:00:00+00:00,5.76
2018-01-06 23:00:00+00:00,8.83
2018-01-07 00:00:00+00:00,4.45
2018-01-07 01:00:00+00:00,352.96
2018-01-07 02:00:00+00:00,344.83
2018-01-07 03:00:00+00:00,338.58
2018-01-07 04:00:00+00:00,345.37
2018-01-07 05:00:00+00:00,348.11
2018-01-07 06:00:00+00:00,356.51
2018-01-07 07:00:00+00:00,7.93
2018-01-07 08:00:00+00:00,20.49
2018-01-07 09:00:00+00:00,92.59
2018-01-07 10:00:00+00:00,83.0
2018-01-07 11:00:00+00:00,86.52
2018-01-07 12:00:00+00:00,131.02
2018-01-07 13:00:00+00:00,218.0
2018-01-07 14:00:00+00:00,2.18
2018-01-07 15:00:00+00:00,355.19
2018-01-07 16:00:00+00:00,341.96
2018-01-07 17:00:00+00:00,43.81
2018-01-07 18:00:00+00:00,71.62
2018-01-07 19:00:00+00:00,79.49
2018-01-07 20:00:00+00:00,38.62
2018-01-07 21:00:00+00:00,251.49
2018-01-07 22:00:00+00:00,241.76
2018-01-07 23:00:00+00:00,235.06
2018-01-08 00:00:00+00:00,219.69
2018-01-08 01:00:00+00:00,204.98
2018-01-08 02:00:00+00:00,216.17
2018-01-08 03:00:00+00:00,194.8
2018-01-08 04:00:00+00:00,208.38
2018-01-08 05:00:00+00:00,205.54
2018-01-08 06:00:00+00:00,198.06
2018-01-08 07:00:00+00:00,173.17
2018-01-08 08:00:00+00:00,173.99
2018-01-08 09:00:00+00:00,178.87
2018-01-08 10:00:00+00:00,179.51
2018-01-08 11:00:00+00:00,168.79
2018-01-08 12:00:00+00:00,160.89
2018-01-08 13:00:00+00:00,131.4
2018-01-08 14:00:00+00:00,128.52
2018-01-08 15:00:00+00:00,139.98
2018-01-08 16:00:00+00:00,165.51
2018-01-08 17:00:00+00:00,143.79
2018-01-08 18:00:00+00:00,157.57
2018-01-08 19:00:00+00:00,166.15
2018-01-08 20:00:00+00:00,164.31
2018-01-08 21:00:00+00:00,165.09
2018-01-08 22:00:00+00:00,126.88
2018-01-08 23:00:00+00:00,125.92
2018-01-09 00:00:00+00:00,127.09
2018-01-09 01:00:00+00:00,139.12
2018-01-09 02:00:00+00:00,134.61
2018-01-09 03:00:00+00:00,128.43
2018-01-09 04:00:00+00:00,141.45
2018-01-09 05:00:00+00:00,125.9
2018-01-09 06:00:00+00:00,127.0
2018-01-09 07:00:00+00:00,144.34
2018-01-09 08:00:00+00:00,189.31
2018-01-09 09:00:00+00:00,257.16
2018-01-09 10:00:00+00:00,303.18
2018-01-09 11:00:00+00:00,291.97
2018-01-09 12:00:00+00:00,276.05
2018-01-09 13:00:00+00:00,303.14
2018-01-09 14:00:00+00:00,325.83
2018-01-09 15:00:00+00:00,322.54
2018-01-09 16:00:00+00:00,342.51
2018-01-09 17:00:00+00:00,338.64
2018-01-09 18:00:00+00:00,340.54
2018-01-09 19:00:00+00:00,342.16
2018-01-09 20:00:00+00:00,343.67
2018-01-09 21:00:00+00:00,343.98
2018-01-09 22:00:00+00:00,340.15
2018-01-09 23:00:00+00:00,342.43
2018-01-10 00:00:00+00:00,349.03
2018-01-10 01:00:00+00:00,347.65
2018-01-10 02:00:00+00:00,349.19
2018-01-10 03:00:00+00:00,346.57
2018-01-10 04:00:00+00:00,345.9
2018-01-10 05:00:00+00:00,350.18
2018-01-10 06:00:00+00:00,339.85
2018-01-10 07:00:00+00:00,349.02
2018-01-10 08:00:00+00:00,334.78
2018-01-10 09:00:00+00:00,250.16
2018-01-10 10:00:00+00:00,179.63
2018-01-10 11:00:00+00:00,144.17
2018-01-10 12:00:00+00:00,144.4
2018-01-10 13:00:00+00:00,143.08
2018-01-10 14:00:00+00:00,167.74
2018-01-10 15:00:00+00:00,173.95
2018-01-10 16:00:00+00:00,171.14
2018-01-10 17:00:00+00:00,178.05
2018-01-10 18:00:00+00:00,180.23
2018-01-10 19:00:00+00:00,189.96
2018-01-10 20:00:00+00:00,200.7
2018-01-10 21:00:00+00:00,204.59
2018-01-10 22:00:00+00:00,203.49
2018-01-10 23:00:00+00:00,204.95
2018-01-11 00:00:00+00:00,217.31
2018-01-11 01:00:00+00:00,208.27
2018-01-11 02:00:00+00:00,173.81
2018-01-11 03:00:00+00:00,174.7
2018-01-11 04:00:00+00:00,192.32
2018-01-11 05:00:00+00:00,202.68
2018-01-11 06:00:00+00:00,212.68
2018-01-11 07:00:00+00:00,178.06
2018-01-11 08:00:00+00:00,198.72
2018-01-11 09:00:00+00:00,172.12
2018-01-11 10:00:00+00:00,178.47
2018-01-11 11:00:00+00:00,181.04
2018-01-11 12:00:00+00:00,182.4
2018-01-11 13:00:00+00:00,174.11
2018-01-11 14:00:00+00:00,165.54
2018-01-11 15:00:00+00:00,175.65
2018-01-11 16:00:00+00:00,174.72
2018-01-11 17:00:00+00:00,172.58
2018-01-11 18:00:00+00:00,173.82
2018-01-11 19:00:00+00:00,181.83
2018-01-11 20:00:00+00:00,178.29
2018-01-11 21:00:00+00:00,179.63
2018-01-11 22:00:00+00:00,177.2
2018-01-11 23:00:00+00:00,178.63
2018-01-12 00:00:00+00:00,171.53
2018-01-12 01:00:00+00:00,170.93
2018-01-12 02:00:00+00:00,172.29
2018-01-12 03:00:00+00:00,181.74
2018-01-12 04:00:00+00:00,183.87
2018-01-12 05:00:00+00:00,178.23
2018-01-12 06:00:00+00:00,180.32
2018-01-12 07:00:00+00:00,179.98
2018-01-12 08:00:00+00:00,181.16
2018-01-12 09:00:00+00:00,178.87
2018-01-12 10:00:00+00:00,184.4
2018-01-12 11:00:00+00:00,185.44
2018-01-12 12:00:00+00:00,200.19
2018-01-12 13:00:00+00:00,230.27
2018-01-12 14:00:00+00:00,232.06
2018-01-12 15:00:00+00:00,242.91
2018-01-12 16:00:00+00:00,10.06
2018-01-12 17:00:00+00:00,104.63
2018-01-12 18:00:00+00:00,98.55
2018-01-12 19:00:00+00:00,48.73
2018-01-12 20:00:00+00:00,332.2
2018-01-12 21:00:00+00:00,330.57
2018-01-12 22:00:00+00:00,333.81
2018-01-12 23:00:00+00:00,350.88
2018-01-13 00:00:00+00:00,13.81
2018-01-13 01:00:00+00:00,9.42
2018-01-13 02:00:00+00:00,13.06
2018-01-13 03:00:00+00:00,10.63
2018-01-13 04:00:00+00:00,8.06
2018-01-13 05:00:00+00:00,9.65
2018-01-13 06:00:00+00:00,11.65
2018-01-13 07:00:00+00:00,19.96
2018-01-13 08:00:00+00:00,40.15
2018-01-13 09:00:00+00:00,19.17
2018-01-13 10:00:00+00:00,11.39
2018-01-13 11:00:00+00:00,12.18
2018-01-13 12:00:00+00:00,17.31
2018-01-13 13:00:00+00:00,23.49
2018-01-13 14:00:00+00:00,21.68
2018-01-13 15:00:00+00:00,20.11
2018-01-13 16:00:00+00:00,23.32
2018-01-13 17:00:00+00:00,28.21
2018-01-13 18:00:00+00:00,28.2
2018-01-13 19:00:00+00:00,20.9
2018-01-13 20:00:00+00:00,17.18
2018-01-13 21:00:00+00:00,16.1
2018-01-13 22:00:00+00:00,29.93
2018-01-13 23:00:00+00:00,38.91
2018-01-14 00:00:00+00:00,42.28
2018-01-14 01:00:00+00:00,55.42
2018-01-14 02:00:00+00:00,178.01
2018-01-14 03:00:00+00:00,175.13
2018-01-14 04:00:00+00:00,195.24
2018-01-14 05:00:00+00:00,186.19
2018-01-14 06:00:00+00:00,177.51
2018-01-14 07:00:00+00:00,158.45
2018-01-14 08:00:00+00:00,181.39
2018-01-14 09:00:00+00:00,182.84
2018-01-14 10:00:00+00:00,165.7
2018-01-14 11:00:00+00:00,179.96
2018-01-14 12:00:00+00:00,200.19
2018-01-14 13:00:00+00:00,182.29
2018-01-14 14:00:00+00:00,169.88
2018-01-14 15:00:00+00:00,185.79
2018-01-14 16:00:00+00:00,178.77
2018-01-14 17:00:00+00:00,167.82
2018-01-14 18:00:00+00:00,198.44
2018-01-14 19:00:00+00:00,192.11
2018-01-14 20:00:00+00:00,202.76
2018-01-14 21:00:00+00:00,188.87
2018-01-14 22:00:00+00:00,178.35
2018-01-14 23:00:00+00:00,195.88
2018-01-15 00:00:00+00:00,192.55
2018-01-15 01:00:00+00:00,204.51
2018-01-15 02:00:00+00:00,162.0
2018-01-15 03:00:00+00:00,201.37
2018-01-15 04:00:00+00:00,203.25
2018-01-15 05:00:00+00:00,200.09
2018-01-15 06:00:00+00:00,177.6
2018-01-15 07:00:00+00:00,142.79
2018-01-15 08:00:00+00:00,134.27
2018-01-15 09:00:00+00:00,147.91
2018-01-15 10:00:00+00:00,184.49
2018-01-15 11:00:00+00:00,186.71
2018-01-15 12:00:00+00:00,175.86
2018-01-15 13:00:00+00:00,166.98
2018-01-15 14:00:00+00:00,183.71
2018-01-15 15:00:00+00:00,169.98
2018-01-15 16:00:00+00:00,175.61
2018-01-15 17:00:00+00:00,174.15
2018-01-15 18:00:00+00:00,176.79
2018-01-15 19:00:00+00:00,171.69
2018-01-15 20:00:00+00:00,175.67
2018-01-15 21:00:00+00:00,173.86
2018-01-15 22:00:00+00:00,166.08
2018-01-15 23:00:00+00:00,153.62
2018-01-16 00:00:00+00:00,159.36
2018-01-16 01:00:00+00:00,151.69
2018-01-16 02:00:00+00:00,173.7
2018-01-16 03:00:00+00:00,181.76
2018-01-16 04:00:00+00:00,182.7
2018-01-16 05:00:00+00:00,188.02
2018-01-16 06:00:00+00:00,188.47
2018-01-16 07:00:00+00:00,171.41
2018-01-16 08:00:00+00:00,158.15
2018-01-16 09:00:00+00:00,175.67
2018-01-16 10:00:00+00:00,190.44
2018-01-16 11:00:00+00:00,215.81
2018-01-16 12:00:00+00:00,222.7
2018-01-16 13:00:00+00:00,157.42
2018-01-16 14:00:00+00:00,101.61
2018-01-16 15:00:00+00:00,96.49
2018-01-16 16:00:00+00:00,117.6
2018-01-16 17:00:00+00:00,189.25
2018-01-16 18:00:00+00:00,254.62
2018-01-16 19:00:00+00:00,339.92
2018-01-16 20:00:00+00:00,80.36
2018-01-16 21:00:00+00:00,69.52
2018-01-16 22:00:00+00:00,65.45
2018-01-16 23:00:00+00:00,348.19
2018-01-17 00:00:00+00:00,152.37
2018-01-17 01:00:00+00:00,187.6
2018-01-17 02:00:00+00:00,227.57
2018-01-17 03:00:00+00:00,229.48
2018-01-17 04:00:00+00:00,168.55
2018-01-17 05:00:00+00:00,159.46
2018-01-17 06:00:00+00:00,160.14
2018-01-17 07:00:00+00:00,190.23
2018-01-17 08:00:00+00:00,179.24
2018-01-17 09:00:00+00:00,186.73
2018-01-17 10:00:00+00:00,180.19
2018-01-17 11:00:00+00:00,177.62
2018-01-17 12:00:00+00:00,191.5
2018-01-17 13:00:00+00:00,190.15
2018-01-17 14:00:00+00:00,187.17
2018-01-17 15:00:00+00:00,177.99
2018-01-17 16:00:00+00:00,171.92
2018-01-17 17:00:00+00:00,173.12
2018-01-17 18:00:00+00:00,173.69
2018-01-17 19:00:00+00:00,175.61
2018-01-17 20:00:00+00:00,187.81
2018-01-17 21:00:00+00:00,190.26
2018-01-17 22:00:00+00:00,181.82
2018-01-17 23:00:00+00:00,162.07
2018-01-18 00:00:00+00:00,161.66
2018-01-18 01:00:00+00:00,152.53
2018-01-18 02:00:00+00:00,162.28
2018-01-18 03:00:00+00:00,169.35
2018-01-18 04:00:00+00:00,171.8
2018-01-18 05:00:00+00:00,173.72
2018-01-18 06:00:00+00:00,183.3
2018-01-18 07:00:00+00:00,186.69
2018-01-18 08:00:00+00:00,189.92
2018-01-18 09:00:00+00:00,216.65
2018-01-18 10:00:00+00:00,202.09
2018-01-18 11:00:00+00:00,195.33
2018-01-18 12:00:00+00:00,191.85
2018-01-18 13:00:00+00:00,186.3
2018-01-18 14:00:00+00:00,188.37
2018-01-18 15:00:00+00:00,184.46
2018-01-18 16:00:00+00:00,177.26
2018-01-18 17:00:00+00:00,176.98
2018-01-18 18:00:00+00:00,176.86
2018-01-18 19:00:00+00:00,178.99
2018-01-18 20:00:00+00:00,176.62
2018-01-18 21:00:00+00:00,268.92
2018-01-18 22:00:00+00:00,250.9
2018-01-18 23:00:00+00:00,236.49
2018-01-19 00:00:00+00:00,257.68
2018-01-19 01:00:00+00:00,229.45
2018-01-19 02:00:00+00:00,295.61
2018-01-19 03:00:00+00:00,226.11
2018-01-19 04:00:00+00:00,247.04
2018-01-19 05:00:00+00:00,214.42
2018-01-19 06:00:00+00:00,223.69
2018-01-19 07:00:00+00:00,150.72
2018-01-19 08:00:00+00:00,160.31
2018-01-19 09:00:00+00:00,274.24
2018-01-19 10:00:00+00:00,298.91
2018-01-19 11:00:00+00:00,124.86
2018-01-19 12:00:00+00:00,130.28
2018-01-19 13:00:00+00:00,139.76
2018-01-19 14:00:00+00:00,118.88
2018-01-19 15:00:00+00:00,126.82
2018-01-19 16:00:00+00:00,140.54
2018-01-19 17:00:00+00:00,256.3
2018-01-19 18:00:00+00:00,297.89
2018-01-19 19:00:00+00:00,157.46
2018-01-19 20:00:00+00:00,191.18
2018-01-19 21:00:00+00:00,200.26
2018-01-19 22:00:00+00:00,244.98
2018-01-19 23:00:00+00:00,238.89
2018-01-20 00:00:00+00:00,230.0
2018-01-20 01:00:00+00:00,310.61
2018-01-20 02:00:00+00:00,275.88
2018-01-20 03:00:00+00:00,234.81
2018-01-20 04:00:00+00:00,255.56
2018-01-20 05:00:00+00:00,271.58
2018-01-20 06:00:00+00:00,300.75
2018-01-20 07:00:00+00:00,317.63
2018-01-20 08:00:00+00:00,340.0
2018-01-20 09:00:00+00:00,332.22
2018-01-20 10:00:00+00:00,12.67
2018-01-20 11:00:00+00:00,6.08
2018-01-20 12:00:00+00:00,13.72
2018-01-20 13:00:00+00:00,12.35
2018-01-20 14:00:00+00:00,28.86
2018-01-20 15:00:00+00:00,24.19
2018-01-20 16:00:00+00:00,26.51
2018-01-20 17:00:00+00:00,36.82
2018-01-20 18:00:00+00:00,46.98
2018-01-20 19:00:00+00:00,35.71
2018-01-20 20:00:00+00:00,70.81
2018-01-20 21:00:00+00:00,108.7
2018-01-20 22:00:00+00:00,169.38
2018-01-20 23:00:00+00:00,165.62
2018-01-21 00:00:00+00:00,202.73
2018-01-21 01:00:00+00:00,194.37
2018-01-21 02:00:00+00:00,177.43
2018-01-21 03:00:00+00:00,171.85
2018-01-21 04:00:00+00:00,163.4
2018-01-21 05:00:00+00:00,135.69
2018-01-21 06:00:00+00:00,144.58
2018-01-21 07:00:00+00:00,167.54
2018-01-21 08:00:00+00:00,171.75
2018-01-21 09:00:00+00:00,175.66
2018-01-21 10:00:00+00:00,180.59
2018-01-21 11:00:00+00:00,169.24
2018-01-21 12:00:00+00:00,162.41
2018-01-21 13:00:00+00:00,166.5
2018-01-21 14:00:00+00:00,170.83
2018-01-21 15:00:00+00:00,163.49
2018-01-21 16:00:00+00:00,164.87
2018-01-21 17:00:00+00:00,166.55
2018-01-21 18:00:00+00:00,164.57
2018-01-21 19:00:00+00:00,165.59
2018-01-21 20:00:00+00:00,164.42
2018-01-21 21:00:00+00:00,166.79
2018-01-21 22:00:00+00:00,169.09
2018-01-21 23:00:00+00:00,172.46
2018-01-22 00:00:00+00:00,172.33
2018-01-22 01:00:00+00:00,189.16
2018-01-22 02:00:00+00:00,327.29
2018-01-22 03:00:00+00:00,327.11
2018-01-22 04:00:00+00:00,335.07
2018-01-22 05:00:00+00:00,346.73
2018-01-22 06:00:00+00:00,343.47
2018-01-22 07:00:00+00:00,21.56
2018-01-22 08:00:00+00:00,19.8
2018-01-22 09:00:00+00:00,22.9
2018-01-22 10:00:00+00:00,330.34
2018-01-22 11:00:00+00:00,326.47
2018-01-22 12:00:00+00:00,114.16
2018-01-22 13:00:00+00:00,104.97
2018-01-22 14:00:00+00:00,102.61
2018-01-22 15:00:00+00:00,96.34
2018-01-22 16:00:00+00:00,83.22
2018-01-22 17:00:00+00:00,106.42
2018-01-22 18:00:00+00:00,109.4
2018-01-22 19:00:00+00:00,101.49
2018-01-22 20:00:00+00:00,64.0
2018-01-22 21:00:00+00:00,53.44
2018-01-22 22:00:00+00:00,17.2
2018-01-22 23:00:00+00:00,351.61
2018-01-23 00:00:00+00:00,350.06
2018-01-23 01:00:00+00:00,8.77
2018-01-23 02:00:00+00:00,22.7
2018-01-23 03:00:00+00:00,64.32
2018-01-23 04:00:00+00:00,112.23
2018-01-23 05:00:00+00:00,152.06
2018-01-23 06:00:00+00:00,173.27
2018-01-23 07:00:00+00:00,173.12
2018-01-23 08:00:00+00:00,168.33
2018-01-23 09:00:00+00:00,169.06
2018-01-23 10:00:00+00:00,171.88
2018-01-23 11:00:00+00:00,176.19
2018-01-23 12:00:00+00:00,176.98
2018-01-23 13:00:00+00:00,174.75
2018-01-23 14:00:00+00:00,179.76
2018-01-23 15:00:00+00:00,181.32
2018-01-23 16:00:00+00:00,176.74
2018-01-23 17:00:00+00:00,173.73
2018-01-23 18:00:00+00:00,176.34
2018-01-23 19:00:00+00:00,179.36
2018-01-23 20:00:00+00:00,178.03
2018-01-23 21:00:00+00:00,176.86
2018-01-23 22:00:00+00:00,170.66
2018-01-23 23:00:00+00:00,167.08
2018-01-24 00:00:00+00:00,171.36
2018-01-24 01:00:00+00:00,170.24
2018-01-24 02:00:00+00:00,165.73
2018-01-24 03:00:00+00:00,166.96
2018-01-24 04:00:00+00:00,165.5
2018-01-24 05:00:00+00:00,164.87
2018-01-24 06:00:00+00:00,163.95
2018-01-24 07:00:00+00:00,163.76
2018-01-24 08:00:00+00:00,165.63
2018-01-24 09:00:00+00:00,165.42
2018-01-24 10:00:00+00:00,159.36
2018-01-24 11:00:00+00:00,163.17
2018-01-24 12:00:00+00:00,164.67
2018-01-24 13:00:00+00:00,162.15
2018-01-24 14:00:00+00:00,201.83
2018-01-24 15:00:00+00:00,219.91
2018-01-24 16:00:00+00:00,166.49
2018-01-24 17:00:00+00:00,153.92
2018-01-24 18:00:00+00:00,168.76
2018-01-24 19:00:00+00:00,171.47
2018-01-24 20:00:00+00:00,254.17
2018-01-24 21:00:00+00:00,212.55
2018-01-24 22:00:00+00:00,255.82
2018-01-24 23:00:00+00:00,250.32
2018-01-25 00:00:00+00:00,241.24
2018-01-25 01:00:00+00:00,237.64
2018-01-25 02:00:00+00:00,232.86
2018-01-25 03:00:00+00:00,228.04
2018-01-25 04:00:00+00:00,219.16
2018-01-25 05:00:00+00:00,207.08
2018-01-25 06:00:00+00:00,201.87
2018-01-25 07:00:00+00:00,209.72
2018-01-25 08:00:00+00:00,188.89
2018-01-25 09:00:00+00:00,194.21
2018-01-25 10:00:00+00:00,183.22
2018-01-25 11:00:00+00:00,229.61
2018-01-25 12:00:00+00:00,214.26
2018-01-25 13:00:00+00:00,197.33
2018-01-25 14:00:00+00:00,274.24
2018-01-25 15:00:00+00:00,229.88
2018-01-25 16:00:00+00:00,272.27
2018-01-25 17:00:00+00:00,266.34
2018-01-25 18:00:00+00:00,89.44
2018-01-25 19:00:00+00:00,130.91
2018-01-25 20:00:00+00:00,276.44
2018-01-25 21:00:00+00:00,282.25
2018-01-25 22:00:00+00:00,317.2
2018-01-25 23:00:00+00:00,184.97
2018-01-26 00:00:00+00:00,296.01
2018-01-26 01:00:00+00:00,309.13
2018-01-26 02:00:00+00:00,271.46
2018-01-26 03:00:00+00:00,284.87
2018-01-26 04:00:00+00:00,138.18
2018-01-26 05:00:00+00:00,327.94
2018-01-26 06:00:00+00:00,78.41
2018-01-26 07:00:00+00:00,157.59
2018-01-26 08:00:00+00:00,141.63
2018-01-26 09:00:00+00:00,140.12
2018-01-26 10:00:00+00:00,145.34
2018-01-26 11:00:00+00:00,151.34
2018-01-26 12:00:00+00:00,145.71
2018-01-26 13:00:00+00:00,142.96
2018-01-26 14:00:00+00:00,149.39
2018-01-26 15:00:00+00:00,155.7
2018-01-26 16:00:00+00:00,148.34
2018-01-26 17:00:00+00:00,147.73
2018-01-26 18:00:00+00:00,154.97
2018-01-26 19:00:00+00:00,166.04
2018-01-26 20:00:00+00:00,174.81
2018-01-26 21:00:00+00:00,180.84
2018-01-26 22:00:00+00:00,181.21
2018-01-26 23:00:00+00:00,176.79
2018-01-27 00:00:00+00:00,170.25
2018-01-27 01:00:00+00:00,167.96
2018-01-27 02:00:00+00:00,166.93
2018-01-27 03:00:00+00:00,167.56
2018-01-27 04:00:00+00:00,166.97
2018-01-27 05:00:00+00:00,166.41
2018-01-27 06:00:00+00:00,161.94
2018-01-27 07:00:00+00:00,157.91
2018-01-27 08:00:00+00:00,163.43
2018-01-27 09:00:00+00:00,166.45
2018-01-27 10:00:00+00:00,166.51
2018-01-27 11:00:00+00:00,167.99
2018-01-27 12:00:00+00:00,168.83
2018-01-27 13:00:00+00:00,169.21
2018-01-27 14:00:00+00:00,170.23
2018-01-27 15:00:00+00:00,172.3
2018-01-27 16:00:00+00:00,173.28
2018-01-27 17:00:00+00:00,171.5
2018-01-27 18:00:00+00:00,169.99
2018-01-27 19:00:00+00:00,166.98
2018-01-27 20:00:00+00:00,170.29
2018-01-27 21:00:00+00:00,174.26
2018-01-27 22:00:00+00:00,175.98
2018-01-27 23:00:00+00:00,177.03
2018-01-28 00:00:00+00:00,176.89
2018-01-28 01:00:00+00:00,179.9
2018-01-28 02:00:00+00:00,184.49
2018-01-28 03:00:00+00:00,184.77
2018-01-28 04:00:00+00:00,190.51
2018-01-28 05:00:00+00:00,182.75
2018-01-28 06:00:00+00:00,186.42
2018-01-28 07:00:00+00:00,170.55
2018-01-28 08:00:00+00:00,152.86
2018-01-28 09:00:00+00:00,112.01
2018-01-28 10:00:00+00:00,112.28
2018-01-28 11:00:00+00:00,117.2
2018-01-28 12:00:00+00:00,97.9
2018-01-28 13:00:00+00:00,52.13
2018-01-28 14:00:00+00:00,27.32
2018-01-28 15:00:00+00:00,24.8
2018-01-28 16:00:00+00:00,4.1
